1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtFinSF1,BsmtUnfSF,GarageArea,GarageYrBlt,GrLivArea,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,YearRemodAdd,HouseAge,LivingLotRatio,FinishedBsmtRatio,OverallScore,HasPorch,BsmtExposure_Gd,BsmtExposure_Mn,BsmtExposure_No,BsmtFinType1_BLQ,BsmtFinType1_GLQ,BsmtFinType1_LwQ,BsmtFinType1_Rec,BsmtFinType1_Unf,GarageFinish_RFn,GarageFinish_Unf,KitchenQual_Fa,KitchenQual_Gd,KitchenQual_TA
-0.6204248119425926,-0.7670329843490966,5.0,0.333527016683051,-1.2788637709475348,-1.119755392730233,0.2655721869867882,-1.399447783272434,-0.167025648040381,0.144139785038189,-0.8278152598132056,-1.096168527820981,-0.5241740546075712,-0.0889336848972411,-0.053327004994596,44,44,1981,-1.6800610726850764,0.3523149159664654,0.046616730203779,0,True,False,False,False,False,True,False,False,False,True,False,False,True
-0.0736933216627329,-0.7670329843490966,5.0,0.6715918170567061,-0.4271770162568897,0.0366153781018003,0.2123502881355571,-0.8719846520810517,0.7369745271752319,0.7556398811852073,1.816729735911442,-1.096168527820981,-0.5241740546075712,-0.8204445578548297,0.1517673989592939,44,44,1981,-0.5020134944057719,0.5830967412895506,0.4300557504714821,0,False,False,False,False,False,False,False,False,True,False,False,False,True
1.1495201702628013,-0.7670329843490966,5.0,0.7752418461457153,-0.0080574817117564,0.0081800312780618,0.2389612375611727,0.3081193478482795,0.5039198624472665,0.6423585342849014,1.199984468157004,-1.096168527820981,-0.5241740546075712,0.6425771880603474,0.3449083051412381,32,32,1993,0.2048775041423348,0.5764272874084913,-0.336822290063924,0,False,False,True,False,False,False,False,False,True,False,False,False,True
0.2038809408176788,1.0596130398471175,5.0,0.6289008295011248,-0.5751015578610544,0.0460938270430465,0.2101327090167558,0.9634628267958628,0.7656521765591922,0.7556398811852073,1.1404481020017492,0.6393968720725329,0.3722173008560347,0.6425771880603474,-0.105300356589491,45,20,1980,0.5456696622283824,0.7029183862238005,0.2391783465314831,1,False,False,True,True,False,False,False,False,False,True,False,False,True
0.1448761196150396,-0.7670329843490966,5.0,-1.4164286094888077,1.329987235525915,0.2451412548092162,0.219003025491961,-0.6611182141151101,0.0914422034052722,0.5645394871463983,1.1228608628004264,-1.096168527820981,-0.5241740546075712,0.6425771880603474,0.2663008938569768,41,41,1984,-0.6057290180391026,-1.1185561159753763,-0.336822290063924,0,False,False,True,False,False,False,False,True,False,True,False,False,True
-0.3022993365422114,2.1030845811692047,4.0,-1.4164286094888077,0.984829971782864,-0.4088717221367699,0.2921831364124038,1.3659451395346447,-0.2450813914457731,0.0988848027514535,-0.8278152598132056,0.6804407342413173,-0.5241740546075712,-0.0889336848972411,0.139464341701022,8,8,2017,1.8093939188366517,-1.243065322583352,0.046616730203779,1,False,False,True,False,False,False,False,True,True,False,False,True,False
2.234843769588826,-0.7670329843490966,5.0,-0.2188598839384498,0.7494954737762384,-0.1245182538993846,0.1835217595911402,1.3551930837389494,1.6066368780759004,0.0988848027514535,1.1572577456057676,1.1167975149441516,-0.5241740546075712,-0.0889336848972411,0.6604641266167962,57,57,1968,0.5199009862621489,-0.1318064512386533,0.046616730203779,1,False,True,False,False,False,False,False,False,False,True,False,True,False
-0.9397208896277984,-0.7670329843490966,6.0,0.3208462790855204,-1.2788637709475348,1.1550723531688492,0.2056975507791532,-1.7074909670055616,-0.2054250723161667,-0.974603878268914,-0.8278152598132056,0.7181301844697989,1.2686086563196408,-0.8204445578548297,-0.0413334882112689,55,15,1970,-2.148936377822613,0.3346797610431476,-1.0408230681249773,1,False,False,True,False,False,True,False,False,True,False,False,False,True
-1.4662596779933177,0.8952148976694582,5.0,0.6836530888943247,-0.9314652262710876,-0.1719104986056155,0.2367436584423714,-0.0438705340320987,-0.273600037008903,0.3612591029092856,1.0539816900225785,-1.096168527820981,0.3722173008560347,-0.0889336848972411,-0.2009782013773557,33,33,1992,-0.0603944607203076,0.8556125628522372,-0.0331026561476322,0,False,False,True,True,False,False,False,False,False,False,False,False,True
1.2464541643530829,-0.7670329843490966,5.0,1.0042658951466017,-1.2788637709475348,0.6621930082240479,0.2567018705115831,0.4016371147059651,0.5893411804024337,-1.104843298597381,1.031770631798227,-1.096168527820981,-0.5241740546075712,-0.0889336848972411,0.55404523902396,24,24,2001,0.252706668434947,0.6462269372398354,0.046616730203779,0,False,False,True,False,False,False,False,False,False,False,False,False,True
-1.080268178279629,-0.7670329843490966,6.0,-1.4164286094888077,0.4424399859009268,-1.3093243715551568,0.1236471233835052,-1.843084972967805,0.2821522674639772,-0.6130374615753919,-0.8278152598132056,-1.096168527820981,-0.5241740546075712,-0.8204445578548297,-0.105300356589491,84,60,1941,-1.4374930495683793,-1.5831330882054653,0.4300557504714821,0,False,False,True,False,False,False,False,True,False,True,False,False,True
0.5839169236477283,2.19213357484877,2.0,0.6610860272643705,0.3976143672329981,2.330400021883375,0.219003025491961,1.822323170369908,0.464913544811076,0.9708060782376654,1.4198021922844903,-1.096168527820981,-0.5241740546075712,-0.8204445578548297,0.3285844407371976,41,41,1984,1.2439800128989358,0.4975867600086832,0.4300557504714821,0,False,False,True,False,False,True,False,False,False,False,False,False,True
-0.2040172996791124,0.4522532368018762,5.0,-1.4164286094888077,1.0565509616515498,-1.1908437597895796,0.1280822816211078,0.2602600940969263,-0.7423800445243499,-0.7887014277290765,-0.8278152598132056,-1.096168527820981,0.3722173008560347,-0.8204445578548297,0.1673409939701401,82,60,1943,1.0102481914353325,-1.2133803377122203,-0.3053836588267475,0,False,False,True,False,False,False,False,True,False,True,False,False,True
-1.1043139154012582,0.833565594352836,5.0,-1.4164286094888077,0.4760591999018734,-0.3946540487249007,0.2988358737688077,0.0773570782086737,0.2157992826484903,-0.0888412675908845,-0.8278152598132056,0.883617903811228,-0.5241740546075712,-0.0889336848972411,-0.0880185457442131,5,3,2020,0.0636265206869998,-1.5531331288361228,0.046616730203779,1,False,False,True,False,False,False,False,False,False,False,False,True,False
0.2408627503839498,-0.7670329843490966,6.0,0.8313973129513867,-0.5101044107925579,0.3731003155160396,0.2944007155312051,-0.5685144228244998,0.1864590108257165,0.006402305423963,-0.8278152598132056,0.6285389767489051,-0.5241740546075712,0.6425771880603474,0.2754684608893875,7,7,2018,-0.4791690379837413,0.6518368257978336,-0.336822290063924,1,False,False,True,False,False,False,False,False,True,False,False,True,False
-1.8141452736940125,0.6600342220541956,6.0,-1.4164286094888077,0.1219368124252367,0.2451412548092162,0.301053452887609,-0.4444014342618799,-1.485264089800313,-2.0226707295040494,-0.8278152598132056,0.7529723336596233,-0.5241740546075712,0.6425771880603474,-0.2893546451619121,4,3,2021,0.9157929539866664,-1.9931581904331512,-0.336822290063924,1,False,False,True,False,False,False,False,True,True,False,False,True,False
1.692569144628726,-0.7670329843490966,5.0,1.0061714621963642,-0.1671884279829033,0.4299710091635166,0.196827234303948,0.8320297453684553,1.2537082521638203,1.2685744229626796,-0.8278152598132056,1.366781096446875,2.165000011783247,0.6425771880603474,0.7052875251347115,51,8,1974,0.369182543734137,0.590030389225348,1.3911796197222976,1,False,False,False,False,True,False,False,False,False,False,False,False,False
-0.210071013454888,-0.7670329843490966,6.0,-1.4164286094888077,-1.2788637709475348,-0.361479477430539,0.1746514431159351,-1.0035560095320777,-0.1341247850675593,0.0988848027514535,1.38979458601713,-1.096168527820981,-1.420565410071177,-2.2834663037700067,-6.049958340331495,61,60,1964,-1.1590076632582436,0.2804832265994156,3.2438132461987546,0,False,False,False,False,False,False,False,False,False,True,False,False,True
0.9483283634514852,-0.7670329843490966,5.0,-1.4164286094888077,2.0875401910139098,0.7948912934014944,0.3077061902440129,0.1140181075183557,0.0795093327489669,0.5249063966361324,1.2996087903647002,1.0933294445068735,-0.5241740546075712,0.6425771880603474,0.4941915596504595,1,1,2024,0.1056203073557585,-0.9479565055367846,-0.336822290063924,1,False,False,True,False,False,False,False,True,True,False,False,True,False
0.3135503702746851,-0.7670329843490966,5.0,-1.4164286094888077,1.4734292152632869,-0.9728394341409174,0.2123502881355571,-0.4983885195830552,-0.1341247850675593,0.0988848027514535,-0.8278152598132056,0.8371026579957315,0.3722173008560347,-0.8204445578548297,0.3141435473313111,44,4,1981,-0.5755893123952528,-1.0778340101164832,-0.3053836588267475,1,False,False,True,False,False,False,False,True,False,True,False,True,False
-0.2222134111620546,-0.7670329843490966,5.0,0.5651684283507752,-0.2545983843853643,-0.8922726181403249,0.1746514431159351,-0.4009317146268044,0.5464641719544963,-0.3401855731579793,-0.8278152598132056,0.4576339697769372,1.2686086563196408,-0.8204445578548297,-0.0337841276231894,61,60,1964,-0.2592570341413648,0.5849297703633329,-1.0408230681249773,1,False,False,True,False,False,False,True,False,False,True,False,False,True
-0.7942126828087303,-0.7670329843490966,6.0,0.6390285110889093,-0.3913165213225468,-2.2571692656797744,-4.147410259427792,-1.5671108796183466,-0.9504477803645994,0.006402305423963,-0.8278152598132056,-1.096168527820981,0.3722173008560347,-0.8204445578548297,-6.163616929064398e-05,85,60,1940,-31.62544263705975,0.6390679007862304,-0.3053836588267475,0,False,False,True,False,False,False,True,False,False,False,False,False,True
1.3125778421797178,-0.7670329843490966,5.0,0.7355244706344265,-1.2788637709475348,0.6432361103415556,0.2433963957987753,0.4654304077070211,0.2163664537016988,0.5249063966361324,1.0972682161353378,1.1569479803953748,0.3722173008560347,-0.0889336848972411,0.597507042131337,30,30,1995,0.3826399571367685,0.4604201742066288,-0.0331026561476322,1,False,False,True,True,False,False,False,False,False,True,False,False,True
1.186706883556964,-0.7670329843490966,5.0,0.929036460533337,-0.9090524169371232,0.0650507249255388,0.2722249243431922,0.3439954965274328,0.1687164939816675,0.0988848027514535,-0.8278152598132056,0.9200662579163892,-1.420565410071177,-1.5519554308124182,0.3519137749319556,34,17,1991,0.2943361356657885,0.6872009722514272,2.204654202984233,1,False,False,True,True,False,False,False,False,False,True,False,False,True
-0.8161662557300217,-0.7670329843490966,6.0,0.7661117737721873,-0.8911221694699517,0.4726240293991244,0.2500491331551792,-1.588290746737351,-0.4514707712032069,0.0988848027514535,-0.8278152598132056,-1.096168527820981,-0.5241740546075712,-0.8204445578548297,-0.0062885331478711,28,28,1997,-2.895544418337178,0.7709599811694535,0.4300557504714821,0,False,False,False,False,True,False,False,False,False,True,False,False,True
0.4955374912469782,-0.7670329843490966,6.0,-1.4164286094888077,1.619112475934055,0.453667131516632,0.301053452887609,-0.3228151378204377,-0.465399731892217,-0.3401855731579793,-0.8278152598132056,1.120595390379066,-0.5241740546075712,0.6425771880603474,0.3602485611912719,4,4,2021,-0.6038439504773194,-1.0413013105842468,-0.336822290063924,1,False,False,True,False,False,False,False,True,True,False,False,True,False
0.9546174660515692,-0.7670329843490966,6.0,0.9003117033254859,-0.2008076419838498,0.1361390919848852,0.1835217595911402,0.1200855644122803,0.5490128096227302,2.0492449895104325,0.8874673258311935,-1.096168527820981,-1.420565410071177,-0.0889336848972411,0.4959753965739001,57,57,1968,0.0775239324467095,0.6018225335706656,0.1263361165551902,0,False,False,True,False,False,False,False,False,True,False,False,False,True
-0.7942126828087303,-0.7670329843490966,5.0,-1.4164286094888077,0.6576029555069846,-0.9301864139053097,0.2256557628483649,-1.5671108796183466,0.040987774630283,0.1887618097278441,-0.8278152598132056,-1.096168527820981,-0.5241740546075712,-1.5519554308124182,-6.163616929064398e-05,40,40,1985,-1.5054075732781027,-1.4165159181037388,0.8134947707391851,0,False,False,True,False,False,False,False,True,False,False,False,False,True
0.3032684250354248,-0.7670329843490966,6.0,0.919938223949488,-1.2788637709475348,0.2451412548092162,0.241178816679974,-0.5083081000847426,-0.5149558241895175,-0.1375509581281334,1.3093773783919012,-1.096168527820981,-0.5241740546075712,-0.8204445578548297,0.2043060013453061,31,31,1994,-1.047962485551728,0.7638741506908073,0.4300557504714821,0,False,False,False,False,True,False,False,False,False,True,False,False,True
0.6881712009538097,-0.7670329843490966,5.0,0.9131051474708894,-0.5638951531940722,-0.5794838030792011,0.1857393387099415,-0.1369703831256485,0.7201447336204185,0.0988848027514535,-0.8278152598132056,1.101285490917308,-0.5241740546075712,-0.8204445578548297,0.4204007532554906,56,56,1969,-0.0796272432479356,0.6428503683753307,0.4300557504714821,1,False,True,False,True,False,False,False,False,False,False,False,False,True
-0.9742749238355216,-0.7670329843490966,5.0,0.7439586827276907,-0.8866396076031589,-1.006014005435279,0.2478315540363778,-1.7408272196314534,-0.6338162078124256,-0.3401855731579793,-0.8278152598132056,-1.096168527820981,3.0613913672468525,-0.8204445578548297,-0.0511343717383946,28,2,1997,-4.753971248240639,0.7840506185166388,-2.5117018867214367,0,False,False,True,False,False,False,False,False,False,True,False,True,False
0.5980182164766504,-0.7670329843490966,8.0,0.9822995368019504,-1.2004189382786596,1.4583827192887269,0.2810952408183974,-0.223946122266318,-0.5034066888822085,0.4847747636203431,1.188799654043949,-1.096168527820981,-0.5241740546075712,0.6425771880603474,0.3948298200564397,13,12,2012,-0.4509648383346794,0.7042432866557178,-0.336822290063924,0,True,False,False,False,True,False,False,False,False,False,False,False,True
-1.4437792983674855,0.8061659039898927,6.0,-1.4164286094888077,0.2653787921626085,0.3020119484566932,0.3032710320064103,-0.1172472621330317,-1.804810264621242,-2.1125477364804386,-0.8278152598132056,1.0424773890213204,-0.5241740546075712,0.6425771880603474,-0.2022737757105135,3,3,2022,0.1456831097801795,-1.7755823569049431,-0.336822290063924,1,False,False,True,False,False,False,False,True,False,True,False,True,False
-0.1352221304280356,-0.7670329843490966,5.0,-1.4164286094888077,1.1081004231196678,-0.0723867847225307,0.2300909210859675,-0.9313450121605668,-0.0568492928278798,0.5645394871463983,0.7710454490182981,-1.096168527820981,-0.5241740546075712,-0.8204445578548297,0.1868540105112883,50,50,1975,-0.9874827056569244,-1.1934312029485583,0.4300557504714821,0,False,False,True,False,False,False,False,True,False,True,False,False,True
-1.6377896804555996,0.577835150965366,5.0,-1.4164286094888077,0.2026229260275083,0.3588826421041703,0.2544842913927818,-0.4444014342618799,-1.0358875286986136,-0.7290656211788255,-0.8278152598132056,-1.096168527820981,0.3722173008560347,-0.8204445578548297,-0.239333260732637,100,7,1925,12.383171825343563,-1.862088265950793,-0.3053836588267475,0,False,False,True,False,False,False,False,True,False,True,False,False,True
-1.299296758850912,0.867815207306515,6.0,-1.4164286094888077,0.3707189960322409,-2.2571692656797744,-4.147410259427792,0.0110709198588346,-1.3941118495923923,-2.2050302338079315,-0.8278152598132056,-1.096168527820981,-0.5241740546075712,-1.5519554308124182,-0.1433233511672139,90,2,1935,-0.028090806887143,-1.6533993443368376,0.8134947707391851,0,False,False,True,False,False,False,False,True,False,False,False,False,True
-2.09316137013125,0.4294201614994236,6.0,-1.4164286094888077,0.0031489229552256,-2.2571692656797744,-4.147410259427792,-0.8441197263608475,0.0914422034052722,-0.3401855731579793,-0.8278152598132056,-0.0822828437519749,-0.5241740546075712,-0.0889336848972411,-0.3684945871708666,86,60,1939,-0.7733984664760216,-2.2429397764672068,0.046616730203779,0,False,False,True,False,False,False,False,True,False,False,False,False,True
0.7890893557726048,-0.7670329843490966,5.0,-1.4164286094888077,1.9216854019425735,0.0176584802193079,0.3032710320064103,-0.0396088685958549,0.4642484187714557,1.106589240634512,-0.8278152598132056,1.1167975149441516,-0.5241740546075712,0.6425771880603474,0.4490251122870731,3,2,2022,-0.0270506480239793,-0.977504528719439,-0.336822290063924,1,False,False,True,False,False,False,False,True,False,False,False,True,False
-1.1448020697205463,1.2536941799179653,5.0,0.3860565392464016,-0.0371941338459101,-0.2145635188412233,0.2766600825807948,0.4145032168522673,-0.2614645326277999,0.0988848027514535,-0.8278152598132056,0.953845182533334,-0.5241740546075712,-0.0889336848972411,-0.0995025791953041,15,14,2010,0.5612502515649258,0.4287147640038953,0.046616730203779,1,False,False,True,False,True,False,False,False,False,False,False,False,True
-0.7942126828087303,-0.7670329843490966,5.0,0.5850099246926411,-0.5683777150608651,1.1550723531688492,0.2433963957987753,-1.5671108796183466,-0.465399731892217,-0.3401855731579793,-0.8278152598132056,-1.096168527820981,2.165000011783247,-0.8204445578548297,-6.163616929064398e-05,60,8,1965,-2.931369423298521,0.5850459846859961,-1.7762624774232072,0,False,False,True,False,False,False,False,False,True,False,False,True,False
-0.5019036881685297,1.4706083952912656,3.0,-1.4164286094888077,0.2586549493624192,-2.2571692656797744,-4.147410259427792,0.8733213728622852,-0.4973845283378549,0.0988848027514535,-0.8278152598132056,-1.096168527820981,2.165000011783247,-0.8204445578548297,-0.2061717946041648,94,15,1931,1.7375537007928124,-1.7843011874118513,-1.7762624774232072,0,False,True,False,False,False,False,False,True,False,False,False,False,True
1.0209323170640532,-0.7670329843490966,5.0,-1.4164286094888077,1.6773857802023624,-0.0676475602519076,0.2034799716603519,0.1840632931171515,-0.167025648040381,0.5645394871463983,1.2530499449045511,0.5700507634345173,3.0613913672468525,-0.0889336848972411,0.3780452016010511,48,5,1977,0.2209711411691516,-1.027853518769313,-0.2722608152018658,1,False,False,True,False,False,False,False,False,True,False,False,True,False
-0.739988128149144,1.4797416254122466,4.0,-1.4164286094888077,0.6912221695079311,0.8707188849314639,0.301053452887609,0.769022282377588,0.8292155661561965,-0.4465428470369663,-0.8278152598132056,0.2375624786476684,-0.5241740546075712,0.6425771880603474,0.0153185808361692,4,4,2021,0.4204109655558886,-1.3950582962071891,-0.336822290063924,1,False,False,False,False,False,False,False,True,False,False,False,True,False
-0.2527755098805173,1.472891702821511,5.0,0.802974218779909,-0.7140609757316334,1.5910810044661732,0.3054886111252116,0.9954528091046168,0.3554757571804842,0.7556398811852073,1.1044205824432858,0.7358800366482967,-0.5241740546075712,2.837109806933113,0.1456370201532168,2,2,2023,0.7343936649780083,0.7008975833135348,-1.4871393508670332,1,False,False,False,False,True,False,False,False,False,False,False,False,False
1.5047765470141756,-0.7670329843490966,6.0,1.0423777632453268,-0.7745755609333371,1.8849129216448048,0.2944007155312051,0.6508554883275253,0.4983720773914779,0.232768338561898,1.580453993633974,0.7089924747747383,-0.5241740546075712,2.105598933975525,0.6520221563094061,7,6,2018,0.4343750782252978,0.6309708131118434,-1.1037003305993305,1,True,False,False,False,True,False,False,False,False,False,False,False,False
-0.4361247886738781,-0.7670329843490966,6.0,-1.4164286094888077,0.8906961725802137,0.0176584802193079,0.1436053354527169,-1.2216430124109634,-0.1395695775544318,-0.3401855731579793,-0.8278152598132056,-1.096168527820981,0.3722173008560347,-0.8204445578548297,0.1015061785116644,87,4,1938,-1.4198045310145295,-1.2859016473268092,-0.3053836588267475,0,False,False,True,False,False,False,False,True,False,True,False,False,True
0.9692434527537356,1.840504215190999,4.0,0.7323059425543442,-0.3039065649200858,0.6764106816359172,0.2167854463731597,1.8453314359434607,0.3600443426085925,0.0988848027514535,1.22486992424351,0.8371026579957315,1.2686086563196408,-0.0889336848972411,0.1775747824528473,42,26,1983,1.3568171111274785,0.6218763797140564,-0.1128220424990434,1,False,True,False,True,False,False,False,False,False,False,False,True,False
-0.4622719552865136,-0.7670329843490966,8.0,0.7475827545117976,-1.2788637709475348,-0.5320915583729703,0.2101327090167558,-1.2468686791568533,0.2175002975368831,0.0988848027514535,-0.8278152598132056,-1.096168527820981,3.0613913672468525,-1.5519554308124182,-0.2570755981403991,45,9,1980,-1.0241218681255233,1.0062702916212425,-4.751142958241007,0,False,False,False,False,True,False,False,False,False,True,False,False,True
0.9879491782135524,-0.7670329843490966,8.0,-1.4164286094888077,1.4936007436638548,1.9133482684685432,0.2611370287491856,1.9809393168717857,0.7513664551773529,0.3612591029092856,-0.8278152598132056,1.7742560000034304,3.0613913672468525,2.837109806933113,0.3206708120293579,117,10,1908,1.1310821393294217,-1.0725069385854809,8.685503470876416,1,False,False,True,False,False,False,False,True,False,True,False,True,False
1.9578728689029448,0.543585538011687,5.0,-1.4164286094888077,3.5466140786549887,1.031852516932649,0.301053452887609,1.8326984248307725,0.7788439467277738,1.4227311115028167,1.7009950091029356,0.953845182533334,-0.5241740546075712,2.105598933975525,0.8161232303683728,4,4,2021,1.0302749874164427,-0.7799187774287248,-1.1037003305993305,1,False,False,False,False,False,False,False,True,False,False,False,False,False
1.2368937329378766,-0.7670329843490966,6.0,0.9982399851121176,-0.7835406846669228,0.0271369291605541,0.2966182946500064,0.3924136198470466,-1.6810484347954622,-1.310748465177204,1.1361269615866705,0.7445053206821715,-0.5241740546075712,1.374088061017936,0.5473399440166198,6,5,2019,-0.576190473097408,0.6451329515354356,-0.7202613103316272,1,True,False,False,False,True,False,False,False,False,False,False,True,False
0.4882618619332186,-0.7670329843490966,5.0,0.969029141140173,-1.1892125336116774,-0.3472618040186698,0.2544842913927818,-0.3298343534453857,0.3898258875174417,0.0988848027514535,0.8659782038576662,0.4246599982825283,-0.5241740546075712,-0.0889336848972411,0.3636985998702404,25,25,2000,-0.2373206287260543,0.7105889389579036,0.046616730203779,1,False,False,True,False,True,False,False,False,False,False,False,True,False
1.3274991421988105,-0.7670329843490966,8.0,-1.4164286094888077,2.517866130226025,1.420468923523742,0.3054886111252116,0.4798258390466129,0.2602863362580352,-0.1375509581281334,0.8036588202780418,0.531032664834939,-0.5241740546075712,1.374088061017936,0.6017393098509695,2,2,2023,0.380727637237806,-0.8843065789654599,-0.7202613103316272,1,False,False,False,False,False,False,False,True,False,False,False,True,False
-0.4688427574733031,-0.7670329843490966,6.0,0.6597492738185207,-0.247874541585175,-0.8306627000222248,0.1990448134227493,-1.253207907749867,0.6440619620878167,0.0988848027514535,-0.8278152598132056,-1.096168527820981,2.165000011783247,-0.0889336848972411,0.0922260753688705,50,12,1975,-0.7622631851164546,0.6040409478373858,-0.1925414288504546,0,False,True,False,True,False,False,False,False,True,False,False,False,True
-0.3368037313873776,-0.7670329843490966,5.0,0.8111623400557774,-0.9628431593386376,-0.8354019244928479,0.2034799716603519,-1.125822309193814,0.2097390959133169,0.0988848027514535,-0.8278152598132056,0.883617903811228,-0.5241740546075712,-0.8204445578548297,0.0609002229708978,48,48,1977,-0.930632326422295,0.764598142683234,0.4300557504714821,1,False,False,False,True,False,False,False,False,False,True,False,False,True
-1.1164058813008546,-0.2190391770902324,6.0,-1.4164286094888077,0.469335357101684,-2.2571692656797744,-4.147410259427792,-1.0625846040880509,-0.7109971845416464,-0.6705241115892615,-0.8278152598132056,-1.096168527820981,2.165000011783247,-0.8204445578548297,-0.0914483029958116,135,14,1890,-3.676727517006399,-1.5589961629693352,-1.7762624774232072,0,False,False,True,False,False,False,False,True,False,False,False,False,True
-0.9820052804232808,1.1966114916618336,5.0,0.6824037868193021,-0.6490638286631367,0.8849365583433331,0.2877479781748012,0.4437087547909533,-0.3863852548440178,0.0988848027514535,-0.8278152598132056,1.014782722997907,-0.5241740546075712,0.6425771880603474,-0.053327004994596,10,10,2015,0.7231064088561979,0.7208442518373589,-0.336822290063924,1,False,False,True,False,True,False,False,False,True,False,False,True,False
